,"country_alpha2","country_alpha3","country_official_name","country_url","flemish","stand_institute","group","qh","MarineInfo_ID","ROR_ID","local_ID"
1654,"RU","RUS","the Russian Federation","https://www.iso.org/obp/ui/#iso:code:3166:RU",,"St. Petersburg State University","University","Science","https://marineinfo.org/imis?module=institute&insid=4471","https://ror.org/023znxa73","64c3f3ad-35e3-4e31-8eb2-09b4165ed080"
1655,"RU","RUS","the Russian Federation","https://www.iso.org/obp/ui/#iso:code:3166:RU",,"St. Petersburg State University - Department of Ichthyology & Hydrobiology","University","Science","-","-","ae3c8c70-d94c-4735-8e93-bbf158aba80e"
1656,"RU","RUS","the Russian Federation","https://www.iso.org/obp/ui/#iso:code:3166:RU",,"St. Petersburg State University - Department of Ichthyology & Hydrobiology","University","Science","-","-","57547365-00ce-4ba2-b509-bbc9b32cd5f7"
1657,"RU","RUS","the Russian Federation","https://www.iso.org/obp/ui/#iso:code:3166:RU",,"St. Petersburg State University - Lab Macroecol & Biogeog Invertebrates","Research institute","Science","-","-","97078051-b17b-437e-b9c6-47ae70d419a7"
1658,"RU","RUS","the Russian Federation","https://www.iso.org/obp/ui/#iso:code:3166:RU",,"TINRO Center","Research institute","Science","https://marineinfo.org/imis?module=institute&insid=5860","-","9e51ab78-f435-4b9e-a816-fa12e02a39a6"
1659,"RW","RWA","Rwandese Republic","https://www.iso.org/obp/ui/#iso:code:3166:RW",,"University of Rwanda","University","Science","-","https://ror.org/00286hs46","e3ec1465-8f30-4c02-ab0b-cb0739cda25e"
1660,"SA","SAU","Kingdom of Saudi Arabia","https://www.iso.org/obp/ui/#iso:code:3166:SA",,"Bakri Navigation Company Limited","Company","Industry","-","-","8eeb1863-c63e-4130-b693-6d704fd1ebd9"
1661,"SA","SAU","Kingdom of Saudi Arabia","https://www.iso.org/obp/ui/#iso:code:3166:SA",,"King Abdulaziz University","University","Science","-","https://ror.org/02ma4wv74","1eb29a5c-3c69-453c-a205-639bd3720ac9"
1662,"SA","SAU","Kingdom of Saudi Arabia","https://www.iso.org/obp/ui/#iso:code:3166:SA",,"King Abdulaziz University - Faculty of Marine Science - Department of Marine Geology","University","Science","-","-","d14f6510-d5c0-4c26-b228-86c8b524f136"
1663,"SA","SAU","Kingdom of Saudi Arabia","https://www.iso.org/obp/ui/#iso:code:3166:SA",,"King Abdullah University of Science and Technology","University","Science","-","https://ror.org/01q3tbs38","ed7624d6-78ce-42a3-99db-f3aca53df987"
1664,"SA","SAU","Kingdom of Saudi Arabia","https://www.iso.org/obp/ui/#iso:code:3166:SA",,"King Abdullah University of Science and Technology - Division of Biology, Environmental science and  Engineering - Red Sea Research Center","Research institute","Science","-","-","437715a3-471e-405f-880e-f513cf88be31"
1665,"SA","SAU","Kingdom of Saudi Arabia","https://www.iso.org/obp/ui/#iso:code:3166:SA",,"King Abdullah University of Science and Technology - Red Sea Research Centre - Biological & Environmental Science & Engineering Division","University","Science","-","-","ba8d3b92-8ede-4a3e-a419-64948ec5eec5"
1666,"SA","SAU","Kingdom of Saudi Arabia","https://www.iso.org/obp/ui/#iso:code:3166:SA",,"King Fahd University of Petroleum and Minerals","University","Science","-","https://ror.org/03yez3163","e1700060-ad78-4e88-8bf8-e87d8c7b8b05"
1667,"SA","SAU","Kingdom of Saudi Arabia","https://www.iso.org/obp/ui/#iso:code:3166:SA",,"King Fahd University of Petroleum and Minerals -  Research Institute Centre of Environment & Water","Research institute","Science","-","-","fa9d5de9-ebf5-44ca-8782-e68069b49bfa"
1668,"SA","SAU","Kingdom of Saudi Arabia","https://www.iso.org/obp/ui/#iso:code:3166:SA",,"King Saud University","University","Science","-","https://ror.org/02f81g417","e265c9bc-c245-4356-bbc8-1ea60c4af561"
1669,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Orkney Islands Council Marine Services","Research institute","Science","-","-","a40f2c4d-d106-4d81-aad4-064af4469d1e"
1670,"RS","SRB","Republic of Serbia","https://www.iso.org/obp/ui/#iso:code:3166:RS",,"University of Belgrade","University","Science","https://marineinfo.org/imis?module=institute&insid=8920","https://ror.org/02qsmb048","3e2260f1-f845-4078-9c4e-37b415f834de"
1671,"RS","SRB","Republic of Serbia","https://www.iso.org/obp/ui/#iso:code:3166:RS",,"University of Belgrade - Faculty of Biology","University","Science","-","-","cca28e7a-ac65-4d8d-b338-635bac05a84d"
1672,"RS","SRB","Republic of Serbia","https://www.iso.org/obp/ui/#iso:code:3166:RS",,"University of Belgrade - Institute for Biological Research ""Sini�a Stankovic""","Research institute","Science","https://marineinfo.org/imis?module=institute&insid=14555","-","dab2e24c-974b-4348-9ae6-fee0736caefb"
1673,"RS","SRB","Republic of Serbia","https://www.iso.org/obp/ui/#iso:code:3166:RS",,"University of Belgrade - Institute for Multidisciplinary Research","Research institute","Science","https://marineinfo.org/imis?module=institute&insid=14358","-","22b50aa0-d9e5-4fc3-99b3-98792355bac0"
1674,"RS","SRB","Republic of Serbia","https://www.iso.org/obp/ui/#iso:code:3166:RS",,"University of Belgrade - Institute for Multidisciplinary Research - Department of Life Sciences","Research institute","Science","-","-","b15e35ad-1502-48b2-a5ff-4a9d28da016d"
1675,"SC","SYC","Republic of Seychelles","https://www.iso.org/obp/ui/#iso:code:3166:SC",,"Island Conservation Society","NGO","Civil society","-","https://ror.org/028xvc953","6f384ded-60ac-47e4-a63e-47a6807c0191"
1676,"SC","SYC","Republic of Seychelles","https://www.iso.org/obp/ui/#iso:code:3166:SC",,"Seychelles Fishing Authority","Governmental body","Policy","https://marineinfo.org/imis?module=institute&insid=1840","https://ror.org/04p9htb70","4035dcd5-1295-4b9e-b0b3-dd10e82d28f5"
1677,"ES","ESP","Kingdom of Spain","https://www.iso.org/obp/ui/#iso:code:3166:ES",,"International Commission for the Conservation of Atlantic Tunas (ICCAT)","Intergovernmental body","Policy","-","https://ror.org/01fxs2165","26ce4822-0fc8-4574-b8b2-be33da722fcd"
1678,"SG","SGP","Republic of Singapore","https://www.iso.org/obp/ui/#iso:code:3166:SG",,"International Commission on Zoological Nomenclature (ICZN)","Other public authorities","Policy","https://marineinfo.org/imis?module=institute&insid=9458","-","6b81a71e-b55b-4838-97ab-4dac6823fa0b"
1679,"SG","SGP","Republic of Singapore","https://www.iso.org/obp/ui/#iso:code:3166:SG",,"Nanyang Technological University","University","Science","https://marineinfo.org/imis?module=institute&insid=9972","https://ror.org/02e7b5302","91b180a5-ed7f-4757-9b49-8ea0149e52b8"
1680,"SG","SGP","Republic of Singapore","https://www.iso.org/obp/ui/#iso:code:3166:SG",,"National University of Singapore","University","Science","https://marineinfo.org/imis?module=institute&insid=10131","https://ror.org/01tgyzw49","f864dd3e-521d-41f1-85a3-db9a10ffee75"
1681,"SK","SVK","Slovak Republic","https://www.iso.org/obp/ui/#iso:code:3166:SK",,"Comenius University","University","Science","https://marineinfo.org/imis?module=institute&insid=9464","https://ror.org/0587ef340","0f83b90c-31d2-4420-a67d-14cdb8de12a6"
1682,"SK","SVK","Slovak Republic","https://www.iso.org/obp/ui/#iso:code:3166:SK",,"Comenius University - Faculty of Natural Sciences - Department of Geology and Paleantology","University","Science","https://marineinfo.org/imis?module=institute&insid=13744","-","7c6d709c-941b-4755-b77d-57387716c013"
1683,"SK","SVK","Slovak Republic","https://www.iso.org/obp/ui/#iso:code:3166:SK",,"Slovak Academy Of Science","University","Science","https://marineinfo.org/imis?module=institute&insid=5336","https://ror.org/03h7qq074","3645b6d5-af35-4936-9b2c-8ab0a8ff1215"
1684,"SK","SVK","Slovak Republic","https://www.iso.org/obp/ui/#iso:code:3166:SK",,"Slovak Academy Of Science - Institute of Earth Science","Research institute","Science","-","https://ror.org/0120cx869","fda51ff3-d0c0-456a-b448-1754c1c35967"
1685,"SI","SVN","Republic of Slovenia","https://www.iso.org/obp/ui/#iso:code:3166:SI",,"National Institute of Biology (NIB)","Research institute","Science","https://marineinfo.org/imis?module=institute&insid=4831","https://ror.org/03s5t0r17","a2b7ddb7-5102-4ad0-9818-f3374c73c81f"
1686,"SI","SVN","Republic of Slovenia","https://www.iso.org/obp/ui/#iso:code:3166:SI",,"National Institute of Biology (NIB) - Marine Biology Station","Research institute","Science","https://marineinfo.org/imis?module=institute&insid=1430","-","b5b47f81-b0ed-4a8a-8e09-7e1f434d5657"
1687,"SI","SVN","Republic of Slovenia","https://www.iso.org/obp/ui/#iso:code:3166:SI",,"REVIVO Institute","Non-profit organization","Civil society","https://marineinfo.org/imis?module=institute&insid=14459","-","342c88ba-c3e2-4b8f-a964-4b28ebc95719"
1688,"SI","SVN","Republic of Slovenia","https://www.iso.org/obp/ui/#iso:code:3166:SI",,"University of Ljubljana","University","Science","https://marineinfo.org/imis?module=institute&insid=4573","https://ror.org/05njb9z20","84f270a3-f986-4fff-a9b2-8b38b58322b7"
1689,"SI","SVN","Republic of Slovenia","https://www.iso.org/obp/ui/#iso:code:3166:SI",,"University of Ljubljana - Faculty of Biotechnology","University","Science","https://marineinfo.org/imis?module=institute&insid=10102","-","5214a2fa-6020-4c78-b49d-d94de5f0e190"
1690,"SI","SVN","Republic of Slovenia","https://www.iso.org/obp/ui/#iso:code:3166:SI",,"University of Ljubljana - Faculty of Biotechnology - Department of Biology - SubBio Lab","Research institute","Science","https://marineinfo.org/imis?module=institute&insid=10103","-","dd495fa5-9af8-4337-b4e9-88cbec2d37df"
1691,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"Citrus Research International","Research institute","Science","-","https://ror.org/04c525d12","3b623d24-5b6d-4e9d-8303-7e4b6e9d63bc"
1692,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"CSIR - Natural Resources and Environment","Governmental body","Policy","https://marineinfo.org/imis?module=institute&insid=7231","-","0f89be43-bc21-4099-b1a6-350ce420d73a"
1693,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"CSIR (Council for Scientific and Industrial Research)","Governmental body","Policy","https://marineinfo.org/imis?module=institute&insid=7230","https://ror.org/05j00sr48","c8a33914-7c84-4c74-a67a-06383693127c"
1694,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"CSIR (Council for Scientific and Industrial Research) - Natural Resources and Environment","Research institute","Science","https://marineinfo.org/imis?module=institute&insid=7231","-","423bfe6e-3f2d-405e-ad84-0826a11f952a"
1695,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"Ezemvelo KZN Wildlife","Other public authorities","Policy","https://marineinfo.org/imis?module=institute&insid=12667","-","294f9f83-269a-4546-be19-be203eb929c4"
1696,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"Nelson Mandela University (NMU)","University","Science","https://marineinfo.org/imis?module=institute&insid=13902","https://ror.org/03r1jm528","9ac32702-3c7a-434b-9e68-19ffee213c14"
1697,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"Nelson Mandela University (NMU) - Department of Botany","University","Science","-","-","48629af9-91d8-447c-a304-791c93c13619"
1698,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"Nelson Mandela University (NMU) - Department of Zoology","University","Science","-","-","a13d9c56-f41b-4314-8748-ab9f8ec99d2b"
1699,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"Nelson Mandela University (NMU) - Department of Zoology - Coastal & Marine Research Unit","Research institute","Science","https://marineinfo.org/imis?module=institute&insid=13903","-","3b8c2f68-6a39-430a-a7f2-1e2e6a180ccc"
1700,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"Nelson Mandela University (NMU) - DST/NRF Research Chair in Shallow Water Ecosystems","Research institute","Science","-","-","4b8e3f5b-97f1-4a20-af30-c166d87dd360"
1701,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"North-West University (NWU)","University","Science","https://marineinfo.org/imis?module=institute&insid=13933","https://ror.org/010f1sq29","80a6634d-57a6-42bd-82ea-3bac5ae363bb"
1702,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"North-West University (NWU) - School of Biological Sciences","University","Science","https://marineinfo.org/imis?module=institute&insid=13939","-","25335e47-6db2-4ab1-8caa-f672a75a44b6"
1703,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"North-West University (NWU) - Unit Environmental Science & Management","University","Science","https://marineinfo.org/imis?module=institute&insid=13940","-","ac382535-4fc4-41cf-b93e-7eecb991de6a"
1704,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"North-West University (NWU) - Unit Environmental Science & Management - Water Ecology Research Group","Research institute","Science","-","-","39886ee9-7eab-4e57-85c4-579e51dccbd5"
1705,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"Oceanographic Research Institute (ORI)","Research institute","Science","-","-","d2d50d70-d688-4ebd-9cf3-e784ad8d7db4"
1706,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"Oceans Research","Research institute","Science","-","-","ac79d542-83a3-4449-95af-4d5d1096ca3e"
1707,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"Rhodes University","University","Science","https://marineinfo.org/imis?module=institute&insid=5475","https://ror.org/016sewp10","6727e3bd-3b2c-47fd-a44d-3ef5bf72dae0"
1708,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"Rhodes University - Department of Zoology & Entomology","University","Science","https://marineinfo.org/imis?module=institute&insid=13503","-","3a97849d-33fc-4b1c-ad70-c487365484d8"
1709,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"South Africa government - Department of Environmental Affairs","Governmental body","Policy","https://marineinfo.org/imis?module=institute&insid=12847","-","3ca08a13-21cb-4871-bfab-eccd1010e6e7"
1710,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"South African Institute for Aquatic Biodiversity (SAIAB)","Research institute","Science","https://marineinfo.org/imis?module=institute&insid=6918","https://ror.org/00bfgxv06","0c1d6b76-4355-43f5-abb7-c2e1fee5af79"
1711,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"South African National Biodiversity Institute (SANBI)","Research institute","Science","https://marineinfo.org/imis?module=institute&insid=14848","https://ror.org/005r3tp02","7cf02bed-daa1-4296-a869-765060417d86"
1712,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"South African National Biodiversity Institute (SANBI) - Invasive Species program","Research institute","Science","-","-","9e45debc-c62c-4981-a0f6-ddce76875306"
1713,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"South African National Parks","Governmental body","Policy","-","https://ror.org/037adk771","6decdbab-8f65-450a-8139-2af6abc0a84e"
1714,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"South African National Parks - Cape Research Centre (CRC)","Research institute","Science","-","-","4dbcead6-0532-4ccf-8b56-95d44d815c09"
1715,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"Stellenbosch University","University","Science","https://marineinfo.org/imis?module=institute&insid=6422","https://ror.org/05bk57929","69acd891-61e4-4fbf-a314-f9998c9532cd"
1716,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"Stellenbosch University - Department of Botany and Zoology - Centre of Invasive Biology","Research institute","Science","https://marineinfo.org/imis?module=institute&insid=13599","https://ror.org/026k11n28","4a4e0198-0075-4a5d-98b2-56fb3617be74"
1717,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"The Knysna Basin Project","NGO","Civil society","-","-","d26edbd5-c597-4e23-b359-d11e55a6968f"
1718,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"University of Cape Town","University","Science","https://marineinfo.org/imis?module=institute&insid=4554","https://ror.org/03p74gp79","ea21aff7-45fd-4bf0-bec4-21174432df18"
1719,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"University of Cape Town - Department of Biological Sciences","University","Science","-","-","2c011f46-6996-4c19-858d-506c22b6bc07"
1720,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"University of Cape Town - Department of Oceanography","University","Science","-","-","f2d37717-d16b-4af8-8e6a-cc6bfe1b9836"
1721,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"University of Fort Hare","University","Science","-","https://ror.org/0184vwv17","34c8237d-0346-4c6c-8a05-75e306525a32"
1722,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"University of Fort Hare - SAMRC (Microbial Water Qual Monitoring Ctr)","Research institute","Science","-","-","91398cea-f46c-4fda-b58e-1356baa25dd0"
1723,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"University of Johannesburg","University","Science","https://marineinfo.org/imis?module=institute&insid=13609","https://ror.org/04z6c2n17","c1c6a445-c6f5-43c2-8f7c-97868daf1823"
1724,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"University of KwaZulu-Natal","University","Science","https://marineinfo.org/imis?module=institute&insid=9533","https://ror.org/04qzfn040","17dcba35-cfe7-4a25-bc36-2e82aa0cc11a"
1725,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"University of Limpopo","University","Science","https://marineinfo.org/imis?module=institute&insid=14357","https://ror.org/017p87168","abdd710d-43a5-4215-b9ee-0d0388f47f39"
1726,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"University of Pretoria","University","Science","https://marineinfo.org/imis?module=institute&insid=9140","https://ror.org/00g0p6g84","cc50e9f5-8406-4a43-9995-696c2a302b55"
1727,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"University of Pretoria - Department of Zoology and Entomology","University","Science","-","-","76c66ddc-739e-4ee9-818d-d70e824375b0"
1728,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"University of Stellenbosch","University","Science","https://marineinfo.org/imis?module=institute&insid=6422","https://ror.org/05bk57929","f75a382f-53c2-4f1d-aeb7-132b3fe27551"
1729,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"University of Western Cape","University","Science","-","https://ror.org/00h2vm590","5ecbf01a-8ed5-49dd-9051-9d197b709e5a"
1730,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"University of Western Cape - Department of Biodiversity & Conservation Biology","University","Science","-","-","4398524a-6ca7-439a-b53c-fb8fbef173cc"
1731,"ZA","ZAF","Republic of South Africa","https://www.iso.org/obp/ui/#iso:code:3166:ZA",,"University of Western Cape - Department of Chemistry","University","Science","-","-","bb0ed529-69b8-4b18-ac0d-08acb6bf1198"
1732,"KR","KOR","the Republic of Korea","https://www.iso.org/obp/ui/#iso:code:3166:KR",,"APEC Climate Center","Research institute","Science","-","https://ror.org/03zqv5j63","4f9a87f2-e059-4abc-9c9c-7ccb7c1d4373"
1733,"KR","KOR","the Republic of Korea","https://www.iso.org/obp/ui/#iso:code:3166:KR",,"Chonnam National University","University","Science","-","https://ror.org/05kzjxq56","b6eae2a6-c777-4f8e-894f-ba5545336cea"
1734,"KR","KOR","the Republic of Korea","https://www.iso.org/obp/ui/#iso:code:3166:KR",,"Chonnam National University - Departement of Oceanography","University","Science","-","-","4eb3bfc8-1fb0-40cc-a1d7-955257c56f42"
1735,"KR","KOR","the Republic of Korea","https://www.iso.org/obp/ui/#iso:code:3166:KR",,"Chonnam National University - Division of Marine Science Technology","University","Science","-","-","ff4ca318-e388-4f71-9d98-f2ea738bb49d"
1736,"KR","KOR","the Republic of Korea","https://www.iso.org/obp/ui/#iso:code:3166:KR",,"Chonnam National University - Fisheries Science Institute","Research institute","Science","-","-","dcb931ea-5459-4934-b4d0-94936987b303"
1737,"KR","KOR","the Republic of Korea","https://www.iso.org/obp/ui/#iso:code:3166:KR",,"Chosun University","University","Science","-","https://ror.org/01zt9a375","4f4be470-6346-4605-b308-dddb0e699d56"
1738,"KR","KOR","the Republic of Korea","https://www.iso.org/obp/ui/#iso:code:3166:KR",,"Chosun University - Department of Biology","University","Science","-","-","c387ab88-382e-4d7a-a01a-5ff8c14abe22"
1739,"KR","KOR","the Republic of Korea","https://www.iso.org/obp/ui/#iso:code:3166:KR",,"Chungnam National University","University","Science","https://marineinfo.org/imis?module=institute&insid=12272","https://ror.org/0227as991","7380f185-cef0-4e3e-8bf3-8078a1ed6675"
1740,"KR","KOR","the Republic of Korea","https://www.iso.org/obp/ui/#iso:code:3166:KR",,"CK Genomics","Company","Industry","-","-","bb3b0a04-0208-494e-8aeb-980fb668ea53"
1741,"KR","KOR","the Republic of Korea","https://www.iso.org/obp/ui/#iso:code:3166:KR",,"Dankook University","University","Science","https://marineinfo.org/imis?module=institute&insid=13620","https://ror.org/058pdbn81","3234bd71-e662-449a-80c8-b999c37b2622"
1742,"KR","KOR","the Republic of Korea","https://www.iso.org/obp/ui/#iso:code:3166:KR",,"Dankook University - Department of Life Sciences","University","Science","-","-","effb26cf-ad9f-4572-b86f-f28be9d4ff8b"
1743,"KR","KOR","the Republic of Korea","https://www.iso.org/obp/ui/#iso:code:3166:KR",,"Ewha Womans University","University","Science","-","https://ror.org/053fp5c05","04ce9c52-c306-4e6e-a883-2d64b6897997"
1744,"KR","KOR","the Republic of Korea","https://www.iso.org/obp/ui/#iso:code:3166:KR",,"Gangneung�Wonju National University","University","Science","-","https://ror.org/0461cvh40","ee32aee3-909b-46cd-b304-87bd4d778606"
1745,"KR","KOR","the Republic of Korea","https://www.iso.org/obp/ui/#iso:code:3166:KR",,"Gangneung�Wonju National University - Department of Biology","University","Science","-","-","7bd5d134-b560-4319-9d08-65d9818f4e4a"
1746,"KR","KOR","the Republic of Korea","https://www.iso.org/obp/ui/#iso:code:3166:KR",,"Gwangju Institute of Science and Technology","University","Science","-","https://ror.org/024kbgz78","180cd687-74ba-4116-9e37-be09c545438f"
1747,"KR","KOR","the Republic of Korea","https://www.iso.org/obp/ui/#iso:code:3166:KR",,"Gwangju Institute of Science and Technology -  School of Environmental Science & Engineering","University","Science","-","-","288fd88a-305d-4e2e-86a8-da5923eb9a4f"
1748,"KR","KOR","the Republic of Korea","https://www.iso.org/obp/ui/#iso:code:3166:KR",,"Hanyang University","University","Science","https://marineinfo.org/imis?module=institute&insid=11322","https://ror.org/046865y68","fb959d36-b3c6-47b5-895b-27f548c24f27"
1749,"KR","KOR","the Republic of Korea","https://www.iso.org/obp/ui/#iso:code:3166:KR",,"Hanyang University - College Of Natural Sciences - Department Of Life Science","University","Science","https://marineinfo.org/imis?module=institute&insid=11323","-","45d50b1b-e0e7-458f-acde-e6f7585798e8"
1750,"KR","KOR","the Republic of Korea","https://www.iso.org/obp/ui/#iso:code:3166:KR",,"Hanyang University - Department of Marine Science and Convergent Engineering","University","Science","-","-","5fdfa9f8-8c23-41ce-99d2-d347d44fe105"
1751,"KR","KOR","the Republic of Korea","https://www.iso.org/obp/ui/#iso:code:3166:KR",,"Inha University","University","Science","-","https://ror.org/01easw929","4c99a6fc-2502-4b67-8c84-0bbd36fde308"
1752,"KR","KOR","the Republic of Korea","https://www.iso.org/obp/ui/#iso:code:3166:KR",,"Inha University - College of Natural Science - Department of Biological Sciences","University","Science","-","-","935f96c2-e3da-4ae6-869e-5cd394eeec9a"
1753,"KR","KOR","the Republic of Korea","https://www.iso.org/obp/ui/#iso:code:3166:KR",,"Jeju National University","University","Science","https://marineinfo.org/imis?module=institute&insid=15071","https://ror.org/05hnb4n85","ab78cf23-734a-4ca2-9f53-278b054422ae"
1754,"KR","KOR","the Republic of Korea","https://www.iso.org/obp/ui/#iso:code:3166:KR",,"Jeju National University - School of marine biomedical sciences","University","Science","-","-","aec973ae-64e6-4da8-91bb-765cb752469b"
1755,"KR","KOR","the Republic of Korea","https://www.iso.org/obp/ui/#iso:code:3166:KR",,"Kangwon National University - Department of Molecular Bioscience","University","Science","-","-","0a1967e4-c683-4fe7-9eff-a56e85bce4e6"
1756,"KR","KOR","the Republic of Korea","https://www.iso.org/obp/ui/#iso:code:3166:KR",,"KIOST (Korea Institute of Ocean Science and Technology)","Research institute","Science","-","https://ror.org/032m55064","c56d0837-6ec6-4c35-b53d-93fc563b0fe4"
1757,"KR","KOR","the Republic of Korea","https://www.iso.org/obp/ui/#iso:code:3166:KR",,"KIOST (Korea Institute of Ocean Science and Technology) - Marine Ecosystem & Biology Research Centre","Research institute","Science","-","-","54e31435-2c8d-4e5f-8e81-8fd86cb4c5eb"
1758,"KR","KOR","the Republic of Korea","https://www.iso.org/obp/ui/#iso:code:3166:KR",,"KIOST (Korea Institute of Ocean Science and Technology) - Ocean Observation and Information Section","Research institute","Science","-","-","10292b6a-e9db-420d-a61a-60a4d03df598"
1759,"KR","KOR","the Republic of Korea","https://www.iso.org/obp/ui/#iso:code:3166:KR",,"Korea Atomic Energy Research Institute","Research institute","Science","-","https://ror.org/01xb4fs50","b842b68f-e1f0-4958-9490-ff52f1fbe03b"
1760,"KR","KOR","the Republic of Korea","https://www.iso.org/obp/ui/#iso:code:3166:KR",,"Korea Atomic Energy Research Institute - Advanced Radiation Technology Institute","Research institute","Science","-","-","955c63b8-c98f-4c66-88b7-aefe7130292a"
1761,"KR","KOR","the Republic of Korea","https://www.iso.org/obp/ui/#iso:code:3166:KR",,"Korean Polar Research Institute (KOPRI)","Research institute","Science","-","https://ror.org/00n14a494","7f9e8fd2-3522-4171-98ce-ba2e2bd8aea2"
1762,"KR","KOR","the Republic of Korea","https://www.iso.org/obp/ui/#iso:code:3166:KR",,"Korean Polar Research Institute (KOPRI) - Polar Ocean Environment Division","Research institute","Science","-","-","7dddf1cd-7a71-4b2d-9cac-f37c7e7d8e83"
1763,"KR","KOR","the Republic of Korea","https://www.iso.org/obp/ui/#iso:code:3166:KR",,"Kyungpook National University","University","Science","-","https://ror.org/040c17130","70e77c14-70b9-437d-9f03-4ef58b9cbe8c"
1764,"KR","KOR","the Republic of Korea","https://www.iso.org/obp/ui/#iso:code:3166:KR",,"Marine and Environmental Research and Information Laboratory South Korea","Research institute","Science","-","-","3d76e034-1c0a-4d2c-89aa-c4cf802512e5"
1765,"KR","KOR","the Republic of Korea","https://www.iso.org/obp/ui/#iso:code:3166:KR",,"National Institute of Fisheries Science","Research institute","Science","-","-","3844cb07-d86b-41a6-98cc-4346111fe2db"
1766,"KR","KOR","the Republic of Korea","https://www.iso.org/obp/ui/#iso:code:3166:KR",,"National Institute of Fisheries Science - Biotechnology Research Division","Research institute","Science","-","-","d613db8c-d553-412f-93a6-3051a44cfc88"
1767,"KR","KOR","the Republic of Korea","https://www.iso.org/obp/ui/#iso:code:3166:KR",,"National Institute of Fisheries Science - Fisheries Resources Research Centre","Research institute","Science","-","-","144790e7-7cf3-46bf-bb07-35c0a4320065"
