raw_institute,raw_source,identifier
VLIZ,1-marinespecies.org_users_2023-11-07,b75339a5-1cd0-4d84-a006-4919742d951b
Altas of Living Australia,1-marinespecies.org_users_2023-11-07,a7abce63-8cbd-4396-a8cf-cfe884c220c7
University of Colorado Boulder,1-marinespecies.org_users_2023-11-07,6235accb-ebd6-463d-a176-3f0ce9b769a8
"Department of Biodiversity, Conservtion and Attractions",1-marinespecies.org_users_2023-11-07,0efb56e1-5fb1-427e-bd31-f63e3cad52dd
Interoceanmetal Joint Organization,1-marinespecies.org_users_2023-11-07,42e0f2e4-aa52-4895-83af-725a2f503549
Environment Southland,1-marinespecies.org_users_2023-11-07,e9dd36c8-5f3a-4863-a0ae-d2d510fc2911
National Academy of Marine Research,1-marinespecies.org_users_2023-11-07,72be2bce-b892-4c38-8883-636efe656e28
Centre d'Etudes Biologiques de Chizé,1-marinespecies.org_users_2023-11-07,df557e44-0d3a-4a28-974e-32429e075760
Institute for Environmental Protection and Research (ISPRA),1-marinespecies.org_users_2023-11-07,8109515e-eaf8-4998-8e81-5b97962e0f1b
National Research Institute of Fisheries Science,1-marinespecies.org_users_2023-11-07,247f09a1-e451-4449-95c2-41723554c247
Centro de Ecología Aplicada,1-marinespecies.org_users_2023-11-07,1f02f121-3b6d-4db2-b601-423719fefc28
ILVO DIER1,1-marinespecies.org_users_2023-11-07,a03e370c-af54-42c5-8ffb-67ee771fd900
University of Western Australia,1-marinespecies.org_users_2023-11-07,8b22c29f-647f-4b9c-a86a-34514cb9a7ba
Institut de Recherche pour le Développement (IRD),1-marinespecies.org_users_2023-11-07,0b1d59fa-3678-4578-b2bd-75344ab42ec2
Natural History Museum,1-marinespecies.org_users_2023-11-07,cd2ee990-0b79-479f-8ab1-96d22f34a25f
University of Durham,1-marinespecies.org_users_2023-11-07,88bb4666-303c-4bb9-8960-9d18941dbf5e
"Universidad EAFIT, Universidad de Antioquia",1-marinespecies.org_users_2023-11-07,a65071a8-fa74-437f-ba10-62f403d35974
Swedish Meteorological and Hydrological Institute,1-marinespecies.org_users_2023-11-07,529d8962-5c28-40e1-92fe-1600f64fcc15
INRAE,1-marinespecies.org_users_2023-11-07,bc602b28-8b14-4f93-bb5b-f7a2fd2c5ade
AI LAB,1-marinespecies.org_users_2023-11-07,064ccc05-9d9c-467f-8427-c3cdb70eaf9a
Archireef,1-marinespecies.org_users_2023-11-07,b2455069-5fb4-49e5-8d56-e8faa7cf0c2a
University of Alabama,1-marinespecies.org_users_2023-11-07,92ae1f9e-ac2e-47c3-8801-fb51c4ce7ed5
IDLab (Ghent University - imec),1-marinespecies.org_users_2023-11-07,9d95e908-c41a-4bd8-814b-f929e2ec52ff
"Institute of Evolutionary Biology (IBE, UPF-CSIC)",1-marinespecies.org_users_2023-11-07,9ee4dad5-0814-4180-bb36-f7e2cbf55106
Harokopio University of Athens,1-marinespecies.org_users_2023-11-07,f730f06f-f743-4602-a722-9f3e290a0529
Hokkaido University,1-marinespecies.org_users_2023-11-07,3341507c-a224-4920-a4bc-8c4e323f38b0
University of British Columbia,1-marinespecies.org_users_2023-11-07,0e14d8a7-a9a0-49cd-9246-1d89451c80d3
Natural History Museum of LA,1-marinespecies.org_users_2023-11-07,e29c0c29-3d0d-4276-95fa-5fb392d42bf9
Colgate University,1-marinespecies.org_users_2023-11-07,2b1d5ec2-de4a-4b9e-96bb-1e67f6ff8146
University of Washington,1-marinespecies.org_users_2023-11-07,dbb25e16-0742-4641-b5d4-b03aef9ca04d
National Research Council - University of Salento - LifeWatch Italy,1-marinespecies.org_users_2023-11-07,994100cb-41e0-46ce-97cd-b3e703375254
NTNU Norway,1-marinespecies.org_users_2023-11-07,7643f135-7c8c-4dc5-8241-69e648007764
IPMA,1-marinespecies.org_users_2023-11-07,cd82517e-f870-490f-9bd0-c02b1700cbcf
NOAA,1-marinespecies.org_users_2023-11-07,efbf5bd6-94d8-4c99-8572-f87e3f9d537a
the University of Tokyo,1-marinespecies.org_users_2023-11-07,cedd398e-59b5-409a-a00b-de1fcf35b244
"University of Natural Resources and Life Sciences, Vienna",1-marinespecies.org_users_2023-11-07,fbca4d09-ef52-4c52-8958-b6b47d9e23e8
Università di Firenze,1-marinespecies.org_users_2023-11-07,3835b14c-74a0-4bdb-a4fa-394d6a3ed145
Indian Institute of Science Education and Research,1-marinespecies.org_users_2023-11-07,91651699-367f-4afc-aeb2-d89c6cec634a
Esox Biologics Ltd,1-marinespecies.org_users_2023-11-07,f0a79d95-2699-49f7-ba9e-7e525b56c562
Norwegina Institute for Nature Research,1-marinespecies.org_users_2023-11-07,fd4ab522-8731-439a-8943-fef121cc4c4e
The University of Western Australia,1-marinespecies.org_users_2023-11-07,ed2da6e3-a92e-45a4-8adf-00d98fd1c2bb
Universidad Nacional Agraria La Molina,1-marinespecies.org_users_2023-11-07,bf9901eb-c21c-4f1b-bcca-dcf46210317b
Instituto Politecnico Nacional,1-marinespecies.org_users_2023-11-07,dd1116f8-4017-4dde-888f-6e32a5ad723d
USGS,1-marinespecies.org_users_2023-11-07,1d47636b-1427-4833-b9fc-386bf819f4e2
Det Teknologiske Universitet (DTU),1-marinespecies.org_users_2023-11-07,2f20e7b7-5b49-4ba9-b171-3449a95e76a6
Ghent University,1-marinespecies.org_users_2023-11-07,616bd01d-b22c-4ddd-aa84-86acaf41e813
CNRS,1-marinespecies.org_users_2023-11-07,e1128a81-1ccd-47bc-b1d8-85c9b1065d15
ifremer,1-marinespecies.org_users_2023-11-07,7728e89c-01c8-41f3-9aad-9926460a5a24
